cas,chemical_name,wave,original_selection_status,selection_source,true_cameo_groups,sole_group_of,section10_categories,section10_has_real_evidence,signature_peer_count,signature_rank,unique_risk_pair_types,safety_flag,in_eval_testset_FYI_NOT_USED_IN_DECISION,recommendation,reason
25550-58-7,"DINITROPHENOL, SOLUTION",wave2,REVIEW,wave2_expansion,46;55;68,,no_data,False,2,rank_1_of_3,0,NOT_CHECKED,False,REVIEW,"동일 true_groups=(46, 55, 68) 물질 3종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
2691-41-0,"CYCLOTETRAMETHYLENE TETRANITRAMINE, [WET WITH &gt;= 10% WATER]",wave2,DUPLICATE,wave2_expansion,17;46;68,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(17, 46, 68) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
298-12-4,GLYOXYLIC ACID (50% OR LESS),wave2,REVIEW,wave2_expansion,2;68,,combustible_reducing;metal;water,True,1,rank_1_of_2,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(2, 68) 물질 2종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",wave2,DUPLICATE,wave2_expansion,53;68,,combustible_reducing;water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(53, 68) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
38465-60-0,COPPER FLUOROBORATE,wave2,DUPLICATE,wave2_expansion,47;68,,combustible_reducing;metal;water,True,2,rank_3_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(47, 68) 물질 3종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
50-00-0,FORMALDEHYDE,wave2,REVIEW,wave2_expansion,9;56;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (9, 56, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
50-99-7,DEXTROSE SOLUTION,wave2,REVIEW,wave2_expansion,8;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (8, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
545-55-1,TRIS(1-AZIRIDINYL) PHOSPHINE OXIDE,wave2,REVIEW,wave2_expansion,26;27;56;68,,,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (26, 27, 56, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
556-88-7,"NITROGUANIDINE, WETTED WITH NOT LESS THAN 20% WATER",wave2,REVIEW,wave2_expansion,14;17;46;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (14, 17, 46, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
57-12-5,"CYANIDE SOLUTION, N.O.S.",wave2,REVIEW,wave2_expansion,24;68,,no_data,False,1,rank_1_of_2,0,NOT_CHECKED,False,REVIEW,"동일 true_groups=(24, 68) 물질 2종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
628-86-4,"MERCURY FULMINATE, [WET]",wave2,DUPLICATE,wave2_expansion,24;68,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(24, 68) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
63868-82-6,ZIRCONIUM PICRAMATE,wave2,REVIEW,wave2_expansion,13;46;54;68,,no_data,False,1,rank_1_of_2,0,NOT_CHECKED,False,REVIEW,"동일 true_groups=(13, 46, 54, 68) 물질 2종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
6484-52-2,AMMONIUM NITRATE,wave2,REVIEW,wave2_expansion,12;19;43;60;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (12, 19, 43, 60, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
65-30-5,"NICOTINE SULFATE, SOLID",wave2,DUPLICATE,wave2_expansion,60;68,,no_data,False,5,rank_6_of_6,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(60, 68) 물질 6종 중 6순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7446-70-0,"ALUMINUM CHLORIDE, ANHYDROUS",wave2,REVIEW,wave2_expansion,3;32;68,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (3, 32, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
76-03-9,TRICHLOROACETIC ACID,wave2,REVIEW,wave2_expansion,2;31;68,,metal,True,1,rank_1_of_2,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(2, 31, 68) 물질 2종 중 §10 근거 최상위(자기 근거 ['metal'])"
7631-90-5,SODIUM BISULFITE,wave2,DUPLICATE,wave2_expansion,65;68,,combustible_reducing;metal;water,True,3,rank_2_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(65, 68) 물질 4종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7632-00-0,SODIUM NITRITE,wave2,REVIEW,wave2_expansion,43;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (43, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
7646-85-7,"ZINC CHLORIDE, ANHYDROUS",wave2,REVIEW,wave2_expansion,3;68,,combustible_reducing;metal;water,True,2,rank_1_of_3,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(3, 68) 물질 3종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
7681-38-1,"SODIUM BISULFATE, SOLID",wave2,DUPLICATE,wave2_expansion,60;68,,combustible_reducing;metal;water,True,5,rank_3_of_6,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(60, 68) 물질 6종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7681-49-4,SODIUM FLUORIDE,wave2,REVIEW,wave2_expansion,61;68,,combustible_reducing;metal;water,True,2,rank_1_of_3,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(61, 68) 물질 3종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
7773-03-7,POTASSIUM BISULFITE SOLUTION,wave2,DUPLICATE,wave2_expansion,65;68,,water,True,3,rank_4_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(65, 68) 물질 4종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7783-18-8,AMMONIUM THIOSULFATE,wave2,REVIEW,wave2_expansion,60;65;68,,combustible_reducing;water,True,1,rank_2_of_2,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(60, 65, 68) 물질 2종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7784-30-7,"ALUMINUM PHOSPHATE, SOLUTION",wave2,DUPLICATE,wave2_expansion,60;68,,combustible_reducing;metal;water,True,5,rank_4_of_6,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(60, 68) 물질 6종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7784-46-5,"SODIUM ARSENITE, AQUEOUS SOLUTION",wave2,DUPLICATE,wave2_expansion,61;68,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(61, 68) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7788-97-8,"CHROMIC FLUORIDE, SOLID",wave2,DUPLICATE,wave2_expansion,61;68,,combustible_reducing;metal;water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(61, 68) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7789-29-9,POTASSIUM BIFLUORIDE,wave2,DUPLICATE,wave2_expansion,29;60;68,,combustible_reducing;metal;water,True,2,rank_3_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(29, 60, 68) 물질 3종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
78-11-5,PENTAERYTHRITE TETRANITRATE,wave2,DUPLICATE,wave2_expansion,46;68,,,False,3,rank_3_of_4,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(46, 68) 물질 4종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
78-18-2,1-HYDROXY-1&#39;-HYDROPEROXY DICYCLOHEXYL PEROXIDE,wave2,DUPLICATE,wave2_expansion,1;8;53;68,,combustible_reducing;water,True,1,rank_2_of_2,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(1, 8, 53, 68) 물질 2종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
79-06-1,ACRYLAMIDE,wave2,REVIEW,wave2_expansion,6;12;56;68,,metal,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (6, 12, 56, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['metal'])"
79-08-3,BROMOACETIC ACID,wave2,DUPLICATE,wave2_expansion,2;31;68,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(2, 31, 68) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
82-71-3,TRINITRORESORCINOL,wave2,DUPLICATE,wave2_expansion,46;55;68,,no_data,False,2,rank_2_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(46, 55, 68) 물질 3종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
831-52-7,SODIUM PICRAMATE,wave2,DUPLICATE,wave2_expansion,13;46;54;68,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(13, 46, 54, 68) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
88-89-1,"PICRIC ACID, WETTED WITH NOT LESS THAN 30% WATER BY MASS",wave2,DUPLICATE,wave2_expansion,46;55;68,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(46, 55, 68) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
924-42-5,N-METHYLOLACRYLAMIDE,wave2,REVIEW,wave2_expansion,6;8;12;56;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (6, 8, 12, 56, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
96-91-3,"2-AMINO-4,6-DINITROPHENOL",wave2,REVIEW,wave2_expansion,13;46;55;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (13, 46, 55, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
99-35-4,"TRINITROBENZENE, WETTED WITH NOT LESS THAN 30% WATER",wave2,DUPLICATE,wave2_expansion,46;68,,no_data,False,3,rank_4_of_4,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(46, 68) 물질 4종 중 4순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
