cas_number,chemical_name,expected_group,pubchem_cid,pubchem_groups,status
6358-85-6,DIARYLANILIDE YELLOW,"Amides and Imides;Amines, Aromatic;Aryl Halides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Ketones",186342,"Amides and Imides;Amines, Aromatic;Aryl Halides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Ketones",MATCH
63597-41-1,OCTADIENE,"Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds",517653,"Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds",MATCH
636-21-5,O-TOLUIDINE HYDROCHLORIDE,"Salts, Acidic",12484,"Salts, Acidic",MATCH
636-26-0,5-METHYL-2-THIOURACIL,"Amides and Imides;Hydrocarbons, Aliphatic Unsaturated",720471,"Amides and Imides;Hydrocarbons, Aliphatic Unsaturated",MATCH
6369-59-1,"2,5-TOLUENEDIAMINE SULFATE","Salts, Acidic",22856,"Salts, Acidic",MATCH
637-39-8,TRIETHANOLAMINE HYDROCHLORIDE,"Alcohols and Polyols;Salts, Acidic",101814,"Alcohols and Polyols;Salts, Acidic",MATCH
637-78-5,ISOPROPYL PROPIONATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",12508,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
6373-74-6,C.I. ACID ORANGE 3,"Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Salts, Basic",5284435,"Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Salts, Basic",MATCH
6375-17-3,2-ACETYLAMINO-4-METHYLPHENOL,Amides and Imides;Phenols and Cresols,292583,Amides and Imides;Phenols and Cresols,MATCH
638-03-9,M-TOLUIDINE HYDROCHLORIDE,"Salts, Acidic",522105,"Salts, Acidic",MATCH
638-11-9,ISOPROPYL BUTYRATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",61184,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
638-29-9,VALERYL CHLORIDE,"Acyl Halides, Sulfonyl Halides, and Chloroformates",61186,"Acyl Halides, Sulfonyl Halides, and Chloroformates",MATCH
638-67-5,TRICOSANE,"Hydrocarbons, Aliphatic Saturated",12534,"Hydrocarbons, Aliphatic Saturated",MATCH
638-68-6,N-TRIACONTANE,"Hydrocarbons, Aliphatic Saturated",12535,"Hydrocarbons, Aliphatic Saturated",MATCH
6381-77-7,SODIUM ERYTHORBATE,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Salts, Basic",23683938,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Salts, Basic",MATCH
63868-82-6,ZIRCONIUM PICRAMATE,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenolic Salts;Water and Aqueous Solutions",11979385,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenolic Salts;Water and Aqueous Solutions",MATCH
63869-13-6,BIS(2-CHLOROETHYLTHIO)METHANE,"Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",522107,"Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",MATCH
63885-01-8,ZINC AMMONIUM NITRITE,"Nitrate and Nitrite Compounds, Inorganic;Salts, Acidic",62221,"Nitrate and Nitrite Compounds, Inorganic;Salts, Acidic",MATCH
639-58-7,TRIPHENYLTIN CHLORIDE,"Organometallics;Salts, Acidic",12540,"Organometallics;Salts, Acidic",MATCH
63905-10-2,"1,3-BIS(2-CHLOROETHYLTHIO)-N-PROPANE","Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",522108,"Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",MATCH
63918-89-8,O-MUSTARD (T),"Ethers;Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",45452,"Ethers;Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",MATCH
63918-90-1,BIS(2-CHLOROETHYLTHIOMETHYL)ETHER,"Ethers;Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",22608780,"Ethers;Halogenated Organic Compounds;Reducing Agents, Strong;Sulfides, Organic",MATCH
63937-14-4,MERCURY GLUCONATE,"Alcohols and Polyols;Metals, Less Reactive agents;Salts, Basic",45473,"Alcohols and Polyols;Metals, Less Reactive agents;Salts, Basic",MATCH
63989-69-5,FERRIC ARSENITE,"Salts, Basic",62222,"Salts, Basic",MATCH
64-00-6,"PHENOL, 3-(1-METHYLETHYL)-, METHYLCARBAMATE",Carbamates,6143,Carbamates,MATCH
64-10-8,"PHENYL UREA PESTICIDE, LIQUID, POISONOUS","Amides and Imides;Amines, Aromatic",6145,"Amides and Imides;Amines, Aromatic",MATCH
64-17-5,ETHANOL,"Acids, Weak;Alcohols and Polyols;Cyanides, Inorganic;Polymerizable Compounds",702,"Acids, Weak;Alcohols and Polyols;Cyanides, Inorganic;Polymerizable Compounds",MATCH
64-19-7,ACETIC ACID,"Acids, Carboxylic;Water and Aqueous Solutions",176,"Acids, Carboxylic;Water and Aqueous Solutions",MATCH
64-65-3,BEMEGRIDE,Amides and Imides,2310,Amides and Imides,MATCH
64-69-7,IODOACETIC ACID,"Acids, Carboxylic;Halogenated Organic Compounds",5240,"Acids, Carboxylic;Halogenated Organic Compounds",MATCH
64-75-5,TETRACYCLINE HYDROCHLORIDE,"Alcohols and Polyols;Amides and Imides;Hydrocarbons, Aliphatic Unsaturated;Ketones;Phenols and Cresols;Salts, Acidic",54704426,"Alcohols and Polyols;Amides and Imides;Hydrocarbons, Aliphatic Unsaturated;Ketones;Phenols and Cresols;Salts, Acidic",MATCH
64-77-7,TOLBUTAMIDE,"Amides and Imides;Sulfonates, Phosphonates, and Thiophosphonates, Organic",5505,"Amides and Imides;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
64-86-8,COLCHICINE,Amides and Imides;Ethers;Ketones,6167,Amides and Imides;Ethers;Ketones,MATCH
640-19-7,FLUOROACETAMIDE,Amides and Imides;Fluorinated Organic Compounds,12542,Amides and Imides;Fluorinated Organic Compounds,MATCH
64039-27-6,BETA-DIOXYTHIOGUANOSINE,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Sulfides, Organic",3048840,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Sulfides, Organic",MATCH
64046-79-3,QUINACRINE MUSTARD,"Amines, Phosphines, and Pyridines;Aryl Halides;Halogenated Organic Compounds",20194,"Amines, Phosphines, and Pyridines;Aryl Halides;Halogenated Organic Compounds",MATCH
64091-91-4,4-(N-NITROSO-N-METHYLAMINO)-1-(3-PYRIDYL)-1-BUTANONE (NNK),"Amines, Phosphines, and Pyridines;Ketones;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",47289,"Amines, Phosphines, and Pyridines;Ketones;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
64173-96-2,SODIUM 2-DIAZO-1-NAPHTHOL-4-SULFONATE,"Alcohols and Polyols;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",174024,"Alcohols and Polyols;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
64216-20-2,"1,3-BIS((2-BENZOTHIAZOYLMERCAPTOMETHYL)UREA)","Amides and Imides;Amines, Phosphines, and Pyridines;Sulfides, Organic",219064,"Amides and Imides;Amines, Phosphines, and Pyridines;Sulfides, Organic",MATCH
6427-21-0,METHOXYMETHYL ISOCYANATE,Ethers;Isocyanates and Isothiocyanates,62609,Ethers;Isocyanates and Isothiocyanates,MATCH
6428-94-0,C.I. DIRECT VIOLET 32,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic",22942,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic",MATCH
643-22-1,ERYTHROMYCIN STEARATE,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",12559,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",MATCH
644-31-5,ACETYL BENZOYL PEROXIDE,"Peroxides, Organic",12568,"Peroxides, Organic",MATCH
644-64-4,DIMETILAN,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Carbamates",12572,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Carbamates",MATCH
644-97-3,BENZENE PHOSPHORUS DICHLORIDE,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents",12573,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents",MATCH
64475-85-0,TURPENTINE SUBSTITUTE,"Hydrocarbons, Aliphatic Unsaturated",168266335,"Hydrocarbons, Aliphatic Unsaturated",MATCH
645-00-1,1-IODO-3-NITROBENZENE,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",12574,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
645-05-6,HEXAMETHYLMELAMINE,"Amines, Phosphines, and Pyridines",2123,"Amines, Phosphines, and Pyridines",MATCH
645-09-0,M-NITROBENZAMIDE,"Amides and Imides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",12576,"Amides and Imides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
645-49-8,CIS-STILBENE,"Hydrocarbons, Aliphatic Unsaturated;Hydrocarbons, Aromatic",5356785,"Hydrocarbons, Aliphatic Unsaturated;Hydrocarbons, Aromatic",MATCH
6459-94-5,C.I. ACID RED 114,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",22960,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
646-14-0,1-NITROHEXANE,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",12589,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
646-31-1,N-TETRACOSANE,"Hydrocarbons, Aliphatic Saturated",12592,"Hydrocarbons, Aliphatic Saturated",MATCH
6471-49-4,C.I. PIGMENT RED 23,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",22979,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",MATCH
64741-62-4,OILS: CLARIFIED,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",,,ERROR
64741-89-5,"OIL, [SPRAY]","Hydrocarbons, Aliphatic Saturated",,,ERROR
64742-46-7,"OIL, [MINERAL SEAL]","Hydrocarbons, Aliphatic Saturated",,,ERROR
6484-52-2,AMMONIUM NITRATE,"Nitrate and Nitrite Compounds, Inorganic;Salts, Acidic;Water and Aqueous Solutions",22985,"Amides and Imides;Bases, Weak;Nitrate and Nitrite Compounds, Inorganic;Salts, Acidic;Water and Aqueous Solutions",MATCH
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,"Reducing Agents, Weak;Salts, Basic",2724193,"Reducing Agents, Weak;Salts, Basic",MATCH
64902-72-3,CHLORSULFURON,"Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides",47491,"Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides",MATCH
64969-34-2,"3,3&#39;-DICHLOROBENZIDINE SULFATE","Aryl Halides;Salts, Acidic",62235,"Aryl Halides;Salts, Acidic",MATCH
64973-06-4,ARSENIC BROMIDE,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents",24569,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents",MATCH
65-30-5,"NICOTINE SULFATE, SOLID","Salts, Acidic;Water and Aqueous Solutions",2735101,"Salts, Acidic;Water and Aqueous Solutions",MATCH
65-45-2,2-HYDROXYBENZAMIDE,Amides and Imides;Phenols and Cresols,5147,Amides and Imides;Phenols and Cresols,MATCH
65-46-3,CYTIDINE,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",6175,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",MATCH
65-85-0,BENZOIC ACID,"Acids, Carboxylic",243,"Acids, Carboxylic",MATCH
65-86-1,OROTIC ACID,"Acids, Carboxylic;Amides and Imides;Hydrocarbons, Aliphatic Unsaturated",967,"Acids, Carboxylic;Amides and Imides;Hydrocarbons, Aliphatic Unsaturated",MATCH
65272-71-1,CHROMOSULFURIC ACID,"Acids, Strong Oxidizing",,,ERROR
6533-68-2,SCOPOLAMINE HYDROBROMIDE TRIHYDRATE,"Alcohols and Polyols;Epoxides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic;Salts, Acidic",20055509,"Alcohols and Polyols;Epoxides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic;Salts, Acidic",MATCH
6533-73-9,THALLOUS CARBONATE,Carbonate Salts,23031,Carbonate Salts,MATCH
6537-68-4,LEUCO VAT BLUE 1,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Conjugated Dienes;Hydrocarbons, Aromatic",23035,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Conjugated Dienes;Hydrocarbons, Aromatic",MATCH
6581-06-2,3-QUINUCLIDINYL BENZILATE,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",23056,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
65996-91-0,"COAL TAR OIL, [LIGHT DISTILLATE]","Hydrocarbons, Aromatic;Phenols and Cresols",,,ERROR
65996-92-1,COAL TAR PITCH,"Hydrocarbons, Aromatic",,,ERROR
65997-15-1,PORTLAND CEMENT,"Non-Redox-Active Inorganic Compounds;Salts, Basic",,,ERROR
66-27-3,METHYL METHANESULFONATE,"Sulfonates, Phosphonates, and Thiophosphonates, Organic",4156,"Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
66-75-1,URACIL MUSTARD,"Amides and Imides;Amines, Phosphines, and Pyridines;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",6194,"Amides and Imides;Amines, Phosphines, and Pyridines;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",MATCH
66-81-9,CYCLOHEXIMIDE,Amides and Imides;Ketones,6197,Amides and Imides;Ketones,MATCH
6633-40-5,2-HYDROXY-7-NITROFLUORENE,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",23119,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",MATCH
6637-88-3,C.I. DIRECT ORANGE 6,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",135499571,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
66441-23-4,FENOXAPROP ETHYL,"Amines, Phosphines, and Pyridines;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",47938,"Amines, Phosphines, and Pyridines;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
67-20-9,NITROFURANTOIN,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",6604200,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
67-21-0,DL-ETHIONINE,"Acids, Carboxylic;Acids, Weak;Amines, Phosphines, and Pyridines;Sulfides, Organic",6205,"Acids, Carboxylic;Acids, Weak;Amines, Phosphines, and Pyridines;Sulfides, Organic",MATCH
67-48-1,CHOLINE CHLORIDE,Alcohols and Polyols;Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts,6209,Alcohols and Polyols;Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts,MATCH
67-64-1,ACETONE,Ketones,180,Ketones,MATCH
67-72-1,HEXACHLOROETHANE,Halogenated Organic Compounds,6214,Halogenated Organic Compounds,MATCH
67-97-0,VITAMIN D3,"Alcohols and Polyols;Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated",5280795,"Alcohols and Polyols;Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated",MATCH
673-06-3,D-PHENYLALANINE,"Salts, Acidic",71567,"Salts, Acidic",MATCH
6731-36-8,"1,1-DI-(TERT-BUTYLPEROXY)-3,3,5-TRIMETHYL CYCLOHEXANE","Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic",93038,"Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic",MATCH
6742-54-7,N-UNDECYLBENZENE,"Hydrocarbons, Aromatic",23194,"Hydrocarbons, Aromatic",MATCH
67485-29-4,HYDRAMETHYLNON,"Amines, Phosphines, and Pyridines;Fluorinated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",49901,"Amines, Phosphines, and Pyridines;Fluorinated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",MATCH
676-99-3,DF,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Sulfonates, Phosphonates, and Thiophosphonates, Organic",69610,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
67634-00-8,"(3-METHYLBUTOXY)ACETIC ACID, 2-PROPENYL ESTER","Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated",106729,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated",MATCH
