CAS_Number,Chemical_Name,Reactive_Group_IDs,Reactive_Groups
193-39-5,"INDENO(1,2,3-CD)PYRENE",35,"Hydrocarbons, Aromatic"
1931-62-0,TERT-BUTYL MONOPEROXYMALEATE,2;53,"Acids, Carboxylic;Peroxides, Organic"
1936-15-8,C.I. ACID ORANGE 10,17;55;61;66,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
1937-37-7,C.I. DIRECT BLACK 38,17;61,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic"
194-59-2,"7H-DIBENZO(C,G)CARBAZOLE",14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
19408-74-3,"1,2,3,7,8,9-HEXACHLORODIBENZO-P-DIOXIN",16;28,Aryl Halides;Ethers
1941-30-6,TETRAPROPYLAMMONIUM BROMIDE,47;57,Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts
1948-33-0,TERT-BUTYLHYDROQUINONE,5;55,"Acids, Weak;Phenols and Cresols"
1955-45-9,PIVALOLACTONE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
19660-16-3,"2,3-DIBROMOPROPYL ACRYLATE",6;31;56,Acrylates and Acrylic Acids;Halogenated Organic Compounds;Polymerizable Compounds
19666-30-9,OXYDIAZON,16;17;20;28,"Aryl Halides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Carbamates;Ethers"
19686-73-8,1-BROMO-2-PROPANOL,8;31,Alcohols and Polyols;Halogenated Organic Compounds
1972-08-3,1-TRANS-DELTA-9-TETRAHYDROCANNABINOL,28;34;55,"Ethers;Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols"
1975-50-4,2-METHYL-3-NITROBENZOIC ACID,2;46,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
1975-52-6,2-METHYL-5-NITROBENZOIC ACID,2;46,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
19780-11-1,2-DODECEN-1-YLSUCCINIC ANHYDRIDE,15,Anhydrides
1982-37-2,METHDILAZINE,14;64,"Amines, Phosphines, and Pyridines;Sulfides, Organic"
1982-47-4,CHLOROXURON,12;13;16,"Amides and Imides;Amines, Aromatic;Aryl Halides"
1982-69-0,SODIUM DICAMBA,16;28;61,"Aryl Halides;Ethers;Salts, Basic"
1983-10-4,TRIBUTYLTIN FLUORIDE,49;60,"Organometallics;Salts, Acidic"
19900-46-0,2-METHYLGLYCIDYL ACRYLATE,6;26;56,Acrylates and Acrylic Acids;Epoxides;Polymerizable Compounds
19910-65-7,"DI-SEC-BUTYL PEROXYDICARBONATE, [TECHNICALLY PURE]",53,"Peroxides, Organic"
19952-47-7,2-AMINO-4-CHLOROBENZOTHIAZOLE,14;16;64,"Amines, Phosphines, and Pyridines;Aryl Halides;Sulfides, Organic"
2001-95-8,VALINOMYCIN,12;27,"Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
20020-02-4,"1,2,3,4-TETRACHLORONAPHTHALENE",16,Aryl Halides
20062-22-0,HEXANITROSTILBENE,34;46,"Hydrocarbons, Aliphatic Unsaturated;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
20068-02-4,CIS-2-METHYL-2-BUTENENITRILE,34;45,"Hydrocarbons, Aliphatic Unsaturated;Nitriles"
20073-24-9,3-CARBETHOXYPSORALEN,27;28;35,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aromatic"
2008-39-1,DMA 4 IVM HERBICIDE,16;60,"Aryl Halides;Salts, Acidic"
20098-48-0,"3,4,5-TRICHLORONITROBENZENE",16;46,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
2016-88-8,AMILORIDE HYDROCHLORIDE,12;14;16,"Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides"
2021-28-5,ETHYL PHENYLPROPIONATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
20236-55-9,"BARIUM STYPHNATE, [MONOHYDRATE]",46;54;55,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenolic Salts;Phenols and Cresols"
20265-97-8,P-ANISIDINE HYDROCHLORIDE,28;60,"Ethers;Salts, Acidic"
2032-65-7,MERCAPTODIMETHUR,20;28,Carbamates;Ethers
20325-40-0,"3,3&#39;-DIMETHOXYBENZIDINE DIHYDROCHLORIDE",28;60,"Ethers;Salts, Acidic"
20354-26-1,METHAZOLE,12;13;16;27,"Amides and Imides;Amines, Aromatic;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
2039-87-4,O-CHLOROSTYRENE,16;34;56,"Aryl Halides;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds"
2045-52-5,PHENBENZAMINE HYDROCHLORIDE,14;35;60,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic;Salts, Acidic"
205-82-3,BENZO[J]FLUORANTHENE,35,"Hydrocarbons, Aromatic"
205-99-2,BENZO[B]FLUORANTHENE,35,"Hydrocarbons, Aromatic"
2051-62-9,4-CHLOROBIPHENYL,16,Aryl Halides
2052-07-5,2-BROMOBIPHENYL,16,Aryl Halides
2058-46-0,OXYTETRACYCLINE HYDROCHLORIDE,8;12;14;55,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Phenols and Cresols"
206-44-0,FLUORANTHENE,35,"Hydrocarbons, Aromatic"
20667-12-3,SILVER OXIDE,42;51,"Metals, Less Reactive;Oxidizing Agents, Weak"
2068-78-2,VINCRISTINE SULFATE,8;12;27;60,"Alcohols and Polyols;Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Acidic"
207-08-9,BENZO[K]FLUORANTHENE,35,"Hydrocarbons, Aromatic"
20702-77-6,NEOHESPERIDIN DIHYDROCHALCONE,8;28;55,Alcohols and Polyols;Ethers;Phenols and Cresols
20730-32-9,N-PENTYL-4-(4&#39;-N-DECYLOXYBENZYLIDINEAMINO)CINNAMATE,14;27;34,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
2074-50-2,PARAQUAT METHOSULFATE,35;57;61,"Hydrocarbons, Aromatic;Quaternary Ammonium and Phosphonium Salts;Salts, Basic"
20770-41-6,POTASSIUM PHOSPHIDE,44,"Nitrides, Phosphides, Carbides, and Silicides"
208-96-8,ACENAPHTHYLENE,35,"Hydrocarbons, Aromatic"
20816-12-0,OSMIUM TETROXIDE,50,"Oxidizing Agents, Strong"
20830-75-5,DIGOXIN,8;27;28;34,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated"
20830-81-3,DAUNOMYCIN,14;28;38;55,"Amines, Phosphines, and Pyridines;Ethers;Ketones;Phenols and Cresols"
20859-73-8,ALUMINUM PHOSPHIDE,44,"Nitrides, Phosphides, Carbides, and Silicides"
20880-67-5,P-HYDROXYPENICILLIN V,2;12;55,"Acids, Carboxylic;Amides and Imides;Phenols and Cresols"
2094-98-6,"1,1&#39;-AZODI-(HEXAHYDROBENZONITRILE)",17;45,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitriles"
20941-65-5,ETHYL TELLURAC,67,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts
2097-19-0,PHENYLSILATRANE,14;62,"Amines, Phosphines, and Pyridines;Siloxanes"
2104-64-5,EPN,46;66,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
2107-76-8,"5,7-DIHYDROXY-4-METHYL COUMARIN",27;55,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols"
21087-64-9,METRIBUZIN,12;14;64,"Amides and Imides;Amines, Phosphines, and Pyridines;Sulfides, Organic"
2113-57-7,3-BROMOBIPHENYL,16,Aryl Halides
21340-68-1,METHYL CLOFENAPATE,16;27;28,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
21351-71-3,4&#39;-OCTADECYLOXY-3&#39;-NITRODIPHENYL-4-CARBOXYLIC ACID,2;46,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
21351-79-1,CESIUM HYDROXIDE,18;68,"Bases, Strong;Water and Aqueous Solutions"
2144-45-8,DIBENZYL PEROXYDICARBONATE,53,"Peroxides, Organic"
2150-54-1,DIRECT BLUE 25,17;47;55,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Non-Redox-Active Inorganic Compounds;Phenols and Cresols"
2150-55-2,2-AMINO-2-THIAZOLINE-4-CARBOXYLIC ACID,2;14,"Acids, Carboxylic;Amines, Phosphines, and Pyridines"
21548-32-3,FOSTHIETAN,14;27;64,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic"
2155-70-6,TRIBUTYLTIN METHACRYLATE,6;49;56,Acrylates and Acrylic Acids;Organometallics;Polymerizable Compounds
2155-71-7,"DI-(TERT-BUTYLPEROXY)PHTHALATE, [&lt;= 55% AS A PASTE]",53,"Peroxides, Organic"
2156-96-9,N-DECYL ACRYLATE,6;56,Acrylates and Acrylic Acids;Polymerizable Compounds
2157-01-9,N-OCTYL METHACRYLATE,6;56,Acrylates and Acrylic Acids;Polymerizable Compounds
21609-90-5,LEPTOPHOS,16;66,"Aryl Halides;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
2163-80-6,"METHANEARSONIC ACID, [SODIUM SALT]",61,"Salts, Basic"
2164-07-0,DIPOTASSIUM ENDOTHALL,28;61,"Ethers;Salts, Basic"
2164-17-2,FLUOMETURON,12;30,Amides and Imides;Fluorinated Organic Compounds
21651-19-4,TIN(II) OXIDE,58,"Reducing Agents, Strong"
2167-23-9,"2,2-DI-(TERT-BUTYLPEROXY)BUTANE",1;53,"Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic"
21723-86-4,4-[BENZYL(ETHYL)AMINO]-3-ETHOXYBENZENEDIAZONIUM ZINC CHLORIDE,13;17;25;28;49;60,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Diazonium Salts;Ethers;Organometallics;Salts, Acidic"
21725-46-2,CYANAZINE,14;16;45,"Amines, Phosphines, and Pyridines;Aryl Halides;Nitriles"
21732-17-2,TETRAZOL-1-ACETIC ACID,2;17,"Acids, Carboxylic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds"
21739-91-3,CYTEMBENA,2;31;34,"Acids, Carboxylic;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
2179-59-1,ALLYL PROPYL DISULFIDE,34;64,"Hydrocarbons, Aliphatic Unsaturated;Sulfides, Organic"
218-01-9,CHRYSENE,35,"Hydrocarbons, Aromatic"
21829-25-4,NIFEDIPINE,14;27;46,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
2185-92-4,2-BIPHENYLAMINE HYDROCHLORIDE,60,"Salts, Acidic"
21908-53-2,"MERCURIC OXIDE, [SOLID]",42;51,"Metals, Less Reactive;Oxidizing Agents, Weak"
21923-23-9,CHLORTHIOPHOS,16;27;64,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic"
2202-98-4,DIETHYLENE GLYCOL PHTHALATE,5;8;27;28,"Acids, Weak;Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
2206-89-5,2-CHLOROETHYL ACRYLATE,6;31;56,Acrylates and Acrylic Acids;Halogenated Organic Compounds;Polymerizable Compounds
2210-79-9,O-CRESYL GLYCIDYL ETHER,26;28,Epoxides;Ethers
2212-67-1,MOLINATE,67,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts
22128-62-7,CHLOROMETHYL CHLOROFORMATE,7;31,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenated Organic Compounds"
2213-63-0,"2,3-DICHLOROQUINOXALINE",14;16,"Amines, Phosphines, and Pyridines;Aryl Halides"
22144-77-0,CYTOCHALASIN D,8;12;27;34;38,"Alcohols and Polyols;Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Ketones"
2216-15-1,"N,N-DIETHYL-4-NITROBENZENAMINE",13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
2216-94-6,ETHYL PHENYLPROPIOLATE,11;27;34,"Alkynes, with No Acetylenic Hydrogen;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
2217-06-3,"DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10% WATER",46;64;68,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfides, Organic;Water and Aqueous Solutions"
22204-24-6,PYRANTEL PAMOATE,2;8;14;28;34,"Acids, Carboxylic;Alcohols and Polyols;Amines, Phosphines, and Pyridines;Ethers;Hydrocarbons, Aliphatic Unsaturated"
22224-92-6,FENAMIPHOS,14;27;64,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic"
2223-93-0,CADMIUM STEARATE,33;61,"Hydrocarbons, Aliphatic Saturated;Salts, Basic"
22288-43-3,"1,1,3,3-TETRAMETHYLBUTYL PEROXY-2-ETHYLHEXANOATE",53,"Peroxides, Organic"
2231-57-4,THIOCARBAZIDE,12;14,"Amides and Imides;Amines, Phosphines, and Pyridines"
22326-55-2,BARIUM HYDROXIDE MONOHYDRATE,18,"Bases, Strong"
2234-13-1,OCTACHLORONAPHTHALENE,16,Aryl Halides
2235-54-3,AMMONIUM LAURYL SULFATE,27;34;60,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Salts, Acidic"
22397-33-7,"3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE",53;68,"Peroxides, Organic;Water and Aqueous Solutions"
224-42-0,"DIBENZ[A,J]ACRIDINE",14,"Amines, Phosphines, and Pyridines"
2243-61-0,"1,4-NAPHTHALENEDIAMINE",13,"Amines, Aromatic"
2243-62-1,"1,5-NAPHTHALENEDIAMINE",13,"Amines, Aromatic"
2244-16-8,D-CARVONE,34;38,"Hydrocarbons, Aliphatic Unsaturated;Ketones"
2244-21-5,"POTASSIUM DICHLORO-S-TRIAZINETRIONE, DRY",7;32;50;60,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents;Oxidizing Agents, Strong;Salts, Acidic"
225-51-4,BENZ[C]ACRIDINE,14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
2252-84-8,HEPTAFLUOROPROPANE,30,Fluorinated Organic Compounds
226-36-8,"DIBENZ[A,H]ACRIDINE",14,"Amines, Phosphines, and Pyridines"
2275-18-5,PROTHOATE,12;27,"Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
22781-23-3,BENDIOCARB,1;20;28,"Acetals, Ketals, Hemiacetals, and Hemiketals;Carbamates;Ethers"
22831-39-6,MAGNESIUM SILICIDE,44,"Nitrides, Phosphides, Carbides, and Silicides"
2288-13-3,METHYLSILATRANE,14;62,"Amines, Phosphines, and Pyridines;Siloxanes"
229-87-8,PHENANTHRIDINE,14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
22961-82-6,BENDIOCARB PHENOL,28;55,Ethers;Phenols and Cresols
22966-79-6,ESTRADIOL MUSTARD,14;27;31,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Halogenated Organic Compounds"
2300-66-5,DIMETHYLAMINE DICAMBA,2;14;16;28,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Aryl Halides;Ethers"
2303-16-4,DIALLATE,31;34;67,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated;Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts"
2303-17-5,"TRIALLATE, [SOLID]",20;31;34,"Carbamates;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
2312-35-8,PROPARGITE,10;27;28;34,"Alkynes, with Acetylenic Hydrogen;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Hydrocarbons, Aliphatic Unsaturated"
2321-07-5,FLUORESCEIN,2;28;55,"Acids, Carboxylic;Ethers;Phenols and Cresols"
23246-96-0,RIDDELLINE,8;14;27;34,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
23255-93-8,HYCANTHONE METHANESULFONATE,61,"Salts, Basic"
23306-80-1,"N,N-DIISOPROPYLPHOSPHORAMIDIC DICHLORIDE",7;12,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Amides and Imides"
2338-12-7,5-NITROBENZOTRIAZOL,17;46,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
23414-72-4,ZINC PERMANGANATE,50,"Oxidizing Agents, Strong"
23422-53-9,FORMETANATE HYDROCHLORIDE,20,Carbamates
23474-91-1,TERT-BUTYL PEROXYCROTONATE,34;53,"Hydrocarbons, Aliphatic Unsaturated;Peroxides, Organic"
23505-41-1,PIRIMIFOS-ETHYL,14;27,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
23519-77-9,TETRA-N-PROPYL ZIRCONATE,18,"Bases, Strong"
23525-22-6,DIPHENYLCYANOARSINE,45;49,Nitriles;Organometallics
2353-33-5,5-AZA-2&#39;-DEOXYCYTIDINE,8;12;14,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines"
23541-50-6,DAUNORUBICIN HYDROCHLORIDE,1;8;28;38;55;60,"Acetals, Ketals, Hemiacetals, and Hemiketals;Alcohols and Polyols;Ethers;Ketones;Phenols and Cresols;Salts, Acidic"
23564-05-8,THIOPHANATE-METHYL,12;20,Amides and Imides;Carbamates
23564-06-9,THIOPHANATE ETHYL,12;20,Amides and Imides;Carbamates
2372-21-6,TERT-BUTYL PEROXYISOPROPYL CARBONATE,27;53,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Peroxides, Organic"
2373-98-0,"3,3&#39;-DIHYDROXYBENZIDINE",13;55,"Amines, Aromatic;Phenols and Cresols"
23745-86-0,POTASSIUM FLUOROACETATE,31;61,"Halogenated Organic Compounds;Salts, Basic"
2381-21-7,1-METHYLPYRENE,35,"Hydrocarbons, Aromatic"
2385-85-5,MIREX,31,Halogenated Organic Compounds
23950-58-5,"3,5-DICHLORO-N-(1,1-DIMETHYL-2-PROPYNYL)BENZAMIDE",10;12;16,"Alkynes, with Acetylenic Hydrogen;Amides and Imides;Aryl Halides"
2398-96-1,TOLNAFTATE,35;67,"Hydrocarbons, Aromatic;Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts"
24017-47-8,TRIAZOFOS,14;17;27,"Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
2404-44-6,"1,2-EPOXYDECANE",26;56,Epoxides;Polymerizable Compounds
2407-94-5,DI-(1-HYDROXYCYCLOHEXYL)PEROXIDE,1;53,"Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic"
24072-75-1,"5,6-DICHLORO-2-BENZOTHIAZOLAMINE",14;16;28;46,"Amines, Phosphines, and Pyridines;Aryl Halides;Ethers;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
24140-30-5,(+)-2-METHYLBUTYL-4-METHOXYBENZILIDINE-4&#39;-AMINOCINNAMATE,14;27;34,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
24157-81-1,DIISOPROPYL NAPHTHALENE,35,"Hydrocarbons, Aromatic"
24169-02-6,ECONAZOLE NITRATE,14;16;43;60,"Amines, Phosphines, and Pyridines;Aryl Halides;Nitrate and Nitrite Compounds, Inorganic;Salts, Acidic"
2421-02-5,"1,1&#39;,1&#39;&#39;-NITRILOTRIS-2-BUTANOL",8;14,"Alcohols and Polyols;Amines, Phosphines, and Pyridines"
2425-06-1,CAPTAFOL,12;31;34;64,"Amides and Imides;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated;Sulfides, Organic"
2425-79-8,"1,4-BUTANEDIOL DIGLYCIDYL ETHER",26;28;56,Epoxides;Ethers;Polymerizable Compounds
2425-85-6,C.I. PIGMENT RED 3,17;46;55,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols"
2426-08-6,N-BUTYL GLYCIDYL ETHER,26;28,Epoxides;Ethers
2429-71-2,C.I. DIRECT BLUE 8,17;61;66,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
2429-73-4,DIRECT BLUE 2,13;17;55,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols"
2429-74-5,DIRECT BLUE 15,13;17;55,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols"
2429-82-5,DIRECT BROWN 2,13;17;55,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols"
2432-99-7,11-AMINOUNDECANOIC ACID,2;14,"Acids, Carboxylic;Amines, Phosphines, and Pyridines"
2437-56-1,1-TRIDECENE,34,"Hydrocarbons, Aliphatic Unsaturated"
24370-25-0,2-BENZIMIDAZOLYLUREA,12;14,"Amides and Imides;Amines, Phosphines, and Pyridines"
2438-88-2,"2,3,5,6-TETRACHLORO-4-NITROANISOLE",16;28;46,"Aryl Halides;Ethers;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
24382-04-5,"MALONALDEHYDE, SODIUM SALT",9,Aldehydes
2439-01-2,CHINOMETHIONAT,14;38;64,"Amines, Phosphines, and Pyridines;Ketones;Sulfides, Organic"
2439-10-3,DODINE,60,"Salts, Acidic"
2439-35-2,2-DIMETHYLAMINOETHYL ACRYLATE,6;14;56,"Acrylates and Acrylic Acids;Amines, Phosphines, and Pyridines;Polymerizable Compounds"
2451-62-9,"TRIS(2,3-EPOXYPROPYL)ISOCYANURATE",12;26;56,Amides and Imides;Epoxides;Polymerizable Compounds
24549-06-2,2-METHYL-6-ETHYL ANILINE,13,"Amines, Aromatic"
24554-26-5,N-(4-(5-NITRO-2-FURYL)THIAZOYL)FORMAMIDE,12;46;64,"Amides and Imides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfides, Organic"
2461-15-6,2-ETHYLHEXYL GLYCIDYL ETHER,26;28,Epoxides;Ethers
2461-18-9,LAURYL GLYCIDYL ETHER,26;28,Epoxides;Ethers
2465-27-2,AURAMINE O,14;60,"Amines, Phosphines, and Pyridines;Salts, Acidic"
2475-33-4,VAT BROWN 1,14;35;38,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic;Ketones"
2475-45-8,C.I. DISPERSE BLUE 1,13;38,"Amines, Aromatic;Ketones"
24800-44-0,TRIPROPYLENE GLYCOL,8;28,Alcohols and Polyols;Ethers
24815-24-5,RESCINNAMINE,14;27;34,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
2489-77-2,"1,1,3-TRIMETHYL-2-THIOUREA",12;64,"Amides and Imides;Sulfides, Organic"
2492-26-4,SODIUM 2-MERCAPTOBENZOTHIAZOL SOLUTION,17;64;68,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Sulfides, Organic;Water and Aqueous Solutions"
2493-84-7,P-N-OCTYLOXYBENZOIC ACID,2,"Acids, Carboxylic"
24934-91-6,CHLORMEPHOS,27;31,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Halogenated Organic Compounds"
2497-07-6,OXYDISULFOTON,27;66,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
25013-16-5,BUTYLATED HYDROXYANISOLE,28;55,Ethers;Phenols and Cresols
2508-19-2,TRINITROBENZENE SULFONIC ACID,4;46,"Acids, Strong Oxidizing;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
25103-58-6,TERT-DODECYLMERCAPTAN,64,"Sulfides, Organic"
25109-57-3,"1,2-DIBROMOBUTAN-3-ONE",31;38,Halogenated Organic Compounds;Ketones
25136-55-4,DIMETHYLDIOXANES,28,Ethers
25148-68-9,N-METHYL-O-PHENYLENEDIAMINE DIHYDROCHLORIDE,60,"Salts, Acidic"
25154-54-5,DINITROBENZENE SOLUTION,46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
25154-55-6,NITROPHENOLS,46;55,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols"
25155-23-1,TRIXYLENYL PHOSPHATE,27;35,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic"
25155-25-3,BIS(TERT-BUTYLDIOXYISOPROPYL)BENZENE,53;56,"Peroxides, Organic;Polymerizable Compounds"
25155-30-0,SODIUM DODECYLBENZENESULFONATE (BRANCHED CHAIN),61,"Salts, Basic"
25167-32-2,DODECYL DIPHENYL ETHER DISULFONATE SOLUTION,28;61;66;68,"Ethers;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic;Water and Aqueous Solutions"
25167-80-0,"CHLOROPHENOLS, LIQUID",16;55,Aryl Halides;Phenols and Cresols
25167-93-5,CHLORONITROBENZENES,16;46,"Aryl Halides;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
25168-04-1,NITROXYLENES,46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
25168-05-2,CHLOROTOLUENES,16,Aryl Halides
25168-15-4,"DED-WEED LV-4T 64 PERCENT 2,4,5-T ISOOCTYL ESTER",16;27,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
25168-26-7,"DED-WEED LV-69 67 PERCENT 2,4-D ISOOCTYL ESTER",16;27,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
2520-60-7,2-(3-METHYL-2-BUTENYL)CYCLOPENTANONE,34;38,"Hydrocarbons, Aliphatic Unsaturated;Ketones"
